date,name,pos,id,Oppt,points,pointsDist,HomeAway,meanPoints,variancePoints,deviationPoints,mean10Day,mean5Day,meanHomeAway,meanRightLeft,OpptWins,OpptAverage,OpptPointsAverage10,OpptAverage5,OpptPosTotalPointsAverage,OpptPosTotalPointsAverage10,OpptPosTotalPointsAverage5,opptPitchMean,opptPitchVar,opptPitchMean10,opptPitchMean5,opptPitchMeanHA,team_averageRuns,team_averageRuns10,team_averageRuns5,oppt_averageRuns,oppt_averageRuns10,oppt_averageRuns5
20160416,Mike Napoli,1B,435063,nym,15,0.5,0,0.7403846154,0.1563042933,0.2978234477,0.8067949243,0.4583333333,0.696969697,1,0.4285714286,0.2328431373,0.6172248804,0.3333333333,0.5555555556,0.6172248804,0.4615384615,0.2807017544,0.0045963804,0.2807017544,0.3389830508,0.4561403509,0.5380434783,0.6478616924,0.4444444444,0.183127572,0.1713062099,0.2176870748
20160416,Mitch Moreland,1B,519048,bal,18,0.6,0,0.4,0.0461758233,0.1151026327,0.4383954155,0.5416666667,0.5454545455,0.4652807653,1,0.2748161765,0.4688995215,0.4517374517,0.425,0.4688995215,0.4807692308,0.3947368421,0.2094225797,0.3947368421,0.4152542373,0.3684210526,0.5471014493,0.6675159236,0.7179487179,0.6851851852,0.6167023555,0.7346938776
20160416,Paul Goldschmidt,1B,502671,sdg,12,0.4,1,0.7482538462,0.5075907277,0.6595453594,0.5873925501,0.375,0.3181818182,0.9027803096,0.2857142857,0.5798796791,0.2009569378,0.2818532819,0.4545454545,0.2009569378,0.4807692308,0.2894736842,0.0232691755,0.2894736842,0.313559322,0.4210526316,0.4367588933,0.2547770701,0.188034188,0.3047138047,0.3768736617,0
20160416,Ryan Howard,1B,429667,was,0,0,0,0.6076923077,0.316165399,0.4851975109,0.6790830946,0.5333333333,0.4909090909,0.5625004557,1,0,0.3492822967,0,0.4166666667,0.3492822967,0.3076923077,0.6315789474,0,0.6315789474,0.6440677966,0.8421052632,0.1798418972,0.2089171975,0.1709401709,0.4917695473,0.4218415418,0.5170068027
20160416,Ryan Zimmerman,1B,475582,phi,9,0.3,1,0.5384615385,0.1996613479,0.3545191437,0.5759312321,0.4583333333,0.3939393939,0.489583865,0.5714285714,0.1361965241,0.115364168,0.1158301158,0.1590909091,0.115364168,0.0192307692,0.6842105263,0.0103418558,0.6842105263,0.6949152542,0.8421052632,0.577294686,0.627388535,0.6495726496,0.1531986532,0.1404710921,0.1360544218
20160416,Tyler White,1B,643603,det,18,0.6,0,0.8384615385,0.4968534033,0.6506710251,0.8097421203,0.3,0.2363636364,0.8468751595,0.7142857143,0.3216911765,0.2727272727,0.2393822394,0.2777777778,0.2727272727,0.3653846154,0.1929824561,0.1941970698,0.1929824561,0,0.6315789474,0.4367588933,0.4382165605,0.2735042735,0.6563786008,0.4989293362,0.5170068027
20160416,Wil Myers,1B,571976,ari,18,0.6,0,0.4461538462,0.2685610594,0.4348709361,0.5673352436,0.3333333333,0.0909090909,0.4687515951,0.4285714286,0.8255347594,0.9043062201,0.2818532819,0.7272727273,0.9043062201,0.4807692308,0.2368421053,0.0646365987,0.2368421053,0.3898305085,0.2105263158,0.3577075099,0.5605095541,0,0.3720538721,0.1713062099,0.1496598639
20160416,Yonder Alonso,1B,475174,kan,12,0.4,0,0,0,0,0,0,0,0,1,0.3492647059,0.1004784689,0.2895752896,0.15,0.1004784689,0.0769230769,0.2543859649,0.0485492675,0.2543859649,0.1694915254,0.350877193,0.1600790514,0.127388535,0.1025641026,0.3518518519,0.3640256959,0.3265306122
20160417,Adam Lind,1B,452252,nyy,0,0,1,0.1582729258,0.0614408124,0.1913043478,0.21484375,0.5416666667,0.2750809061,0.1762711864,0.2857142857,0.6095238095,0.2660098522,0.5219123506,0.4325,0.2660098522,0.2173913043,0.6551724138,0.009518144,0.6551724138,0.625,0.4509803922,0.3695652174,0.075,0.4130434783,0.4375,0.1325301205,0
20160417,Adrian Gonzalez,1B,408236,sfo,0,0,0,0.7517963977,0.254403364,0.4631153735,0.5989583333,0.4166666667,0.3398058252,0.7966101695,0.7142857143,0.7118606702,0.3793103448,1,0.5333333333,0.3793103448,0.5217391304,0.8275862069,0.237953599,0.8275862069,0.90625,0.6862745098,0.6920289855,0.4571428571,0.5217391304,0.6830357143,0.4979919679,0.512
20160417,Anthony Rizzo,1B,519203,col,3,0.2,0,1,1,1,0.9114583333,0.6666666667,0.4563106796,1,0.5714285714,1,1,0.3147410359,1,1,1,0.6206896552,0.4663890541,0.6206896552,0.34375,0.7254901961,1,1,0.9565217391,0.7321428571,0.4939759036,0.672
20160417,Brandon Belt,1B,474832,lad,3,0.2,1,0.8309328606,0.4521659791,0.6444941867,0.8072916667,0.9166666667,0.7281553398,0.6101694915,0.7142857143,0.1444003527,0.275862069,0.0199203187,0.14375,0.275862069,0.0434782609,0.8448275862,0.0856632957,0.8448275862,0.671875,0.5882352941,0.8315217391,0.8857142857,0.7826086957,0.568452381,0.2570281124,0.32
20160417,C.J. Cron,1B,543068,min,3,0.2,1,0.1846491089,0.0341337847,0.1275362319,0.1897321429,0.5,0.2912621359,0.2033898305,0,0.3571428571,0.1379310345,0.1633466135,0.225,0.1379310345,0.2173913043,0.525862069,0.0719809637,0.525862069,0.5625,0.4509803922,0.1956521739,0.3428571429,0.6304347826,0,0,0.16
20160417,Chris Carter,1B,474892,pit,12,0.8,1,0.8230192143,0.2881574103,0.4980080944,0.8258928571,0.6666666667,0.6796116505,0.813559322,0.5714285714,0.5421075838,0.2222222222,0.6294820717,0.1895833333,0.2222222222,0.3913043478,0.7155172414,0.9048185604,0.7155172414,0.34375,0.9411764706,0.2391304348,0.3,0.4130434783,0.3392857143,0.1927710843,0.256
20160417,Chris Colabello,1B,499624,bos,9,0.6,1,0,0,0,0,0,0,0,0.5714285714,0.2806878307,0.5172413793,0,0.57,0.5172413793,0.2753623188,0.775862069,0,0.775862069,0.703125,0,0.393115942,0.4285714286,0.4347826087,0.5946428571,0.4036144578,0.4
20160417,Eric Hosmer,1B,543333,oak,9,0.6,1,0.6330917033,0.1305617264,0.3101656309,0.6510416667,0.7666666667,0.6310679612,0.5197762712,0.4285714286,0.2123015873,0.4827586207,0.3187250996,0.5104166667,0.4827586207,0.4492753623,0.6465517241,0.1719214753,0.6465517241,0.71875,0.3137254902,0.347826087,0.4571428571,0.5217391304,0.1101190476,0.0642570281,0.16
20160417,Freddie Freeman,1B,518692,mia,15,1,1,0.4906460701,0.1319441447,0.3121896724,0.419921875,0.4166666667,0.3786407767,0.4552067797,0.1428571429,0.4556143445,0.2528735632,0.2868525896,0.35,0.2528735632,0.3913043478,0.4655172414,0,0.4655172414,0.421875,0,0.2391304348,0.3142857143,0.3043478261,0.3829365079,0.2409638554,0.08
20160417,Hanley Ramirez,1B,434670,tor,6,0.4,0,0.70431452,0.2138524278,0.4180721348,0.5078125,0.2291666667,0.2233009709,0.6033898305,0.4285714286,0.205026455,0.3103448276,0.2270916335,0.0979166667,0.3103448276,0.4347826087,0.8448275862,0.0856632957,0.8448275862,0.671875,0.8235294118,0.7239130435,0.7178571429,0.6304347826,0.3229166667,0.2409638554,0.256
20160417,Joe Mauer,1B,408045,laa,12,0.8,0,0.6762606439,0.1231355125,0.2991151118,0.7291666667,0.6666666667,0.4563106796,0.6327661017,0.4285714286,0.4312169312,0.0344827586,0.4940239044,0.225,0.0344827586,0.3913043478,1,0,1,0.90625,0.8823529412,0,0,0.3043478261,0.1607142857,0.1927710843,0.4
20160417,Joey Votto,1B,458015,stl,3,0.2,1,0.5899227628,0.1482703904,0.3353750863,0.625,0.9166666667,0.6504854369,0.6186440678,0.5714285714,0.2513227513,0.4482758621,0.3187250996,0.4,0.4482758621,0.5217391304,0.75,1,0.75,1,1,0.5217391304,0.5428571429,0.4673913043,1,1,1
20160417,John Jaso,1B,444379,mil,12,0.8,0,0.6546722168,0.0391621707,0.1405752645,0.68359375,0.6041666667,0.4785048544,0.5608610169,0.4285714286,0.7830687831,0.6551724138,0.3984063745,0.65,0.6551724138,0.2608695652,0.224137931,0,0.224137931,0.203125,0,0.4130434783,0.3428571429,0.4347826087,0.1964285714,0.1686746988,0.24
20160417,Jose Abreu,1B,547989,tam,0,0,1,0.6330917033,0.2688035544,0.4782608696,0.68359375,0.2291666667,0.4476828479,0.7457627119,0.2857142857,0.3412698413,0.1083743842,0.3227091633,0.025,0.1083743842,0.0434782609,0.7155172414,0.0481856038,0.7155172414,0.71875,0.5588235294,0.2608695652,0.2678571429,0.1413043478,0.1071428571,0.0137693632,0.096
20160417,Justin Bour,1B,571506,atl,3,0.2,0,0.7221202241,0.3028240043,0.5125458952,0.8203125,0.9791666667,0.7766990291,0.6186440678,0,0.6111111111,0.4674329502,0.3944223108,0.425,0.4674329502,0.4347826087,0.9482758621,0,0.9482758621,0.859375,0.8235294118,0.4661835749,0.4285714286,0.1956521739,0.1964285714,0.1767068273,0.16
20160417,Lucas Duda,1B,446263,cle,9,0.6,1,0.3693061315,0.0955745971,0.2550724638,0.3571428571,0.25,0.2427184466,0.3163864407,0.4285714286,0.2131099353,0.1083743842,0.1434262948,0.3805555556,0.1083743842,0,0.6637931034,0.1005353956,0.6637931034,0.703125,0.3725490196,0.197826087,0.2357142857,0.4130434783,0.4702380952,0.3442340792,0.416
20160417,Mark Reynolds,1B,448602,chc,0,0,1,0.531345953,0.2673929235,0.4767949335,0.671875,1,0.2103559871,0.2372881356,1,0,0.3448275862,0.1394422311,0.275,0.3448275862,0.2173913043,0.7931034483,0.1927424152,0.7931034483,0.578125,0.4705882353,0.8913043478,0.8785714286,1,0.8214285714,0.562248996,0.64
20160417,Mark Teixeira,1B,407893,sea,9,0.6,0,0.8467601532,0.4792767375,0.6659998461,0.712890625,0.6166666667,1,0.7203389831,0.4285714286,0.2777777778,0,0.1912350598,0,0,0.2173913043,0.6896551724,0.0214158239,0.6896551724,0.671875,0.4705882353,0.5326086957,0.2357142857,0.0869565217,0.3035714286,0.0421686747,0.24
20160417,Miguel Cabrera,1B,408234,hou,0,0,1,0.7280554588,0.1457683275,0.331903414,0.7421875,0.7666666667,0.5339805825,0.8813559322,0.2857142857,0.6754850088,0.4980842912,0.3864541833,0.7625,0.4980842912,0.5217391304,0.4568965517,0.0481856038,0.4568965517,0.4140625,0.3529411765,0.747826087,0.6535714286,0.8260869565,0.306547619,0.1686746988,0
20160417,Mike Napoli,1B,435063,nym,0,0,0,0.8705010921,0.1689622342,0.363079537,0.8258928571,0.7166666667,0.8252427184,0.5830508475,0.2857142857,0.2544973545,0.5172413793,0.3930942895,0.46,0.5172413793,0.5652173913,0,0,0,0,0,0.5724637681,0.612244898,0.652173913,0.1625,0.1325301205,0.24
20160417,Tyler White,1B,643603,det,0,0,0,0.9784115729,0.4847350048,0.6702566047,1,0.5166666667,0.4368932039,0.8382101695,0.7142857143,0.2603174603,0.2413793103,0.1992031873,0.2125,0.2413793103,0.5217391304,0.7844827586,0.0148720999,0.7844827586,0.75,0.5882352941,0.3731884058,0.3,0.0869565217,0.6142857143,0.3674698795,0.544
20160417,Wil Myers,1B,571976,ari,12,0.8,0,0.6115111899,0.3030783878,0.5127949803,0.80078125,0.4166666667,0.3398058252,0.4745762712,0.2857142857,0.8234126984,0.3103448276,0.3266932271,0.6479166667,0.3103448276,0.5652173913,0.6120689655,0.0481856038,0.6120689655,0.484375,0.3529411765,0.3333333333,0.6571428571,0,0.306547619,0.0963855422,0.096
20160417,Yonder Alonso,1B,475174,kan,0,0,0,0.1582729258,0.0614408124,0.1913043478,0.126953125,0.25,0.145631068,0.1101694915,0.8571428571,0.2962962963,0.0076628352,0.2231075697,0.025,0.0076628352,0.0869565217,0.9482758621,0,0.9482758621,0.859375,0.8235294118,0.134057971,0.1142857143,0.3043478261,0.2857142857,0.2570281124,0.32
20160418,Albert Pujols,1B,405395,chw,6,0.2222222222,1,0.4117655133,0.208940231,0.3218849491,0.4901960784,0.9868421053,0.7328244275,0.627908437,0.8333333333,0,0.4263736264,0.1111111111,0.0930232558,0.4263736264,0.125,0.7297297297,0.1275510204,0.7297297297,0.8888888889,0,0.1403508772,0.1666666667,0.3240740741,0.1929824561,0.0757978723,0.037037037
20160418,Anthony Rizzo,1B,519203,stl,3,0.1111111111,1,0.9264724048,1,1,0.0653594771,0.4210526316,1,1,0.6666666667,0.3146666667,0.6884615385,0.438034188,0.3953488372,0.6884615385,0.5625,0.2522522523,0.2267573696,0.2522522523,0.4444444444,0.4,0.7543859649,0.3617021277,0.5185185185,1,1,1
20160418,Brandon Belt,1B,474832,ari,12,0.4444444444,0,0.6651660101,0.403900392,0.5327074037,0.4575163399,0.7894736842,0.3893129771,0.627908437,0.3333333333,0.9027692308,0.6884615385,0.5021367521,0.7209302326,0.6884615385,0.625,0,0,0,0,0,0.6423751687,0.3439716312,0.3703703704,0.367071525,0.1134751773,0.2222222222
20160418,Brandon Moss,1B,461235,chc,0,0,0,1,0.4254246148,0.553314383,1,0.701754386,0.427480916,0.7534901244,1,0.112,0.3769230769,0.3226495726,0.2441860465,0.3769230769,0.125,0.6396396396,0.2998866213,0.6396396396,0.8703703704,0.4,1,1,1,0.7543859649,0.3617021277,0.5185185185
20160418,Chris Carter,1B,474892,min,3,0.1111111111,1,0.7486583307,0.2003063372,0.3112278877,0.5514705882,0.5921052632,0.4580152672,0.8970090628,0,0.368,0.3769230769,0.2264957265,0.2189922481,0.3769230769,0.25,0.4684684685,0.0566893424,0.4684684685,0.5740740741,0.5166666667,0.1929824561,0.1666666667,0.2592592593,0,0.0070921986,0.1851851852
20160418,Edwin Encarnacion,1B,429665,bos,3,0.1111111111,1,0.5067872682,0.333524529,0.4621435344,0.4248366013,1,0.6346793893,0.7116295619,0.5,0.3934545455,0.7576923077,0,0.6152219873,0.7576923077,0,0.2162162162,0.0204081633,0.2162162162,0.2777777778,0.25,0.350877193,0.2730496454,0.4074074074,0.5805422648,0.3971631206,0.3703703704
20160418,Joe Mauer,1B,408045,mil,9,0.3333333333,0,0.5147068916,0.0289636698,0.056587513,0.3267973856,0.5789473684,0.2366412214,0.7325598432,0.3333333333,0.9706666667,0.6538461538,0.9957264957,0.7228682171,0.6538461538,0.375,0.6486486486,0.0816326531,0.6486486486,0.6666666667,0.5,0,0.0070921986,0.1851851852,0.1929824561,0.1666666667,0.2592592593
20160418,Joey Votto,1B,458015,col,3,0.1111111111,0,0.2745103422,0.0638428484,0.1174973084,0.1960784314,0.6315789474,0.0839694656,0.6511619794,0.6666666667,1,1,0.2457264957,1,1,1,0.0810810811,0.0141723356,0.0810810811,0.0833333333,0,0.4210526316,0.2021276596,0.2962962963,0.701754386,0.4680851064,0.7777777778
20160418,Jose Abreu,1B,547989,laa,3,0.1111111111,0,0.3088241349,0.2097773313,0.3229105532,0.0735294118,0,0.7328244275,0.4186056247,0.3333333333,0.5413333333,0.3076923077,1,0.2945736434,0.3076923077,0.8333333333,0.4774774775,0.0958049887,0.4774774775,0.3703703704,0.3333333333,0.1929824561,0.0757978723,0.037037037,0.1403508772,0.1666666667,0.3240740741
20160418,Justin Bour,1B,571506,was,0,0,0,0.4575126618,0.2307668459,0.3482045775,0.2941176471,0.8552631579,0.4122137405,0.6511619794,1,0.0152727273,0.2038461538,0.0277777778,0.2029598309,0.2038461538,0.3125,0.5135135135,0.6173469388,0.5135135135,0.8333333333,0,0.4140350877,0.2325227964,0.2314814815,0.4848484848,0.414893617,0.6666666667
20160418,Lucas Duda,1B,446263,phi,27,1,1,0,0,0,0,0.1754385965,0,0.4186056247,0.5,0.2061538462,0,0.4508547009,0,0,0.1875,0.7027027027,1,0.7027027027,0.7222222222,1,0.2169059011,0.1843971631,0.5092592593,0.0593792173,0,0
20160418,Paul Goldschmidt,1B,502671,sfo,18,0.6666666667,1,0.7892172338,0.4664880853,0.5915150613,0.4044117647,0.1315789474,0.1832061069,0.9418626555,0.6666666667,0.7870769231,0.5846153846,0.9508547009,0.511627907,0.5846153846,0.375,0.1891891892,0.0051020408,0.1891891892,0.1666666667,0.2,0.367071525,0.1134751773,0.2222222222,0.6423751687,0.3439716312,0.3703703704
20160418,Ryan Howard,1B,429667,nym,6,0.2222222222,0,0.4117655133,0.2966074608,0.4228914477,0.2287581699,0.7236842105,0.1984732824,0.5581408329,0.3333333333,0.248,0.7576923077,0.5042735043,0.422832981,0.7576923077,0.5,1,0.0051020408,1,1,0.95,0.0593792173,0,0,0.2169059011,0.1843971631,0.5092592593
20160418,Ryan Zimmerman,1B,475582,mia,3,0.1111111111,1,0.4117655133,0.1285786037,0.2162893356,0.2352941176,0.2631578947,0.2175572519,0.5681106235,0,0.5616,0.5846153846,0.6068376068,0.4558139535,0.5846153846,0.75,0.6126126126,0.1111111111,0.6126126126,0.5,0.6833333333,0.4848484848,0.414893617,0.6666666667,0.4140350877,0.2325227964,0.2314814815
20160418,Travis Shaw,1B,543768,tor,15,0.5555555556,0,0.5614971794,0.013681401,0.0275386405,0.4575163399,0.8552631579,0.427480916,0,0.5,0.2996923077,0.5153846154,0.3995726496,0.1162790698,0.5153846154,0.25,0.5675675676,0.1275510204,0.7027027027,0.7222222222,0.4,0.5805422648,0.3971631206,0.3703703704,0.350877193,0.2730496454,0.4074074074
20160419,Adam Lind,1B,452252,cle,9,0.2727272727,1,0.0651857509,0.0529286104,0.1508329627,0.0853658537,0.375,0.119047619,0.2,0.3333333333,0.2683803763,0.1444444444,0.4454668471,0.5071428571,0.1444444444,0.1632653061,0.4494683779,0.5216049383,0.4494680851,0.7307692308,0.2068965517,0.3598993289,0.0935114504,0.5774647887,0.4105263158,0.2394447658,0.58
20160419,Adrian Gonzalez,1B,408236,atl,9,0.2727272727,1,0.5782632504,0.2864202836,0.4771164574,0.3254573171,0.140625,0.6462592593,0.7555533333,0,0.66796875,0.475,0.4384303112,0.501984127,0.475,0.5306122449,0.0186175433,0.0168038409,0.0186170213,0.1346153846,0.1609195402,0.7416107383,0.427480916,0.6126760563,0.2340720222,0.2510121457,0.68
20160419,Anthony Rizzo,1B,519203,stl,3,0.0909090909,1,0.7445384327,1,1,0.3699186992,0.45,0.7823121693,0.5333333333,0.6666666667,0.2838541667,0.5625,0.4844384303,0.4285714286,0.5625,0.387755102,0.6648937953,1,0.664893617,1,0.8965517241,1,0.6946564885,0.5070422535,1,1,1
20160419,Buster Posey,1B,457763,ari,6,0.1818181818,0,0.5873346399,0.2920980946,0.4829729325,0.4512195122,0.2625,0.7936507937,0.6666666667,0.5,0.9194568452,0.5916666667,0.4966170501,0.8078231293,0.5916666667,0.4489795918,0.2659578373,0.0342935528,0.2659574468,0.3974358974,0.3563218391,0.894295302,0.6946564885,0.5492957746,0.4681440443,0.2510121457,0.64
20160419,Byungho Park,1B,666560,mil,21,0.6363636364,0,0.5087327435,0.2805834939,0.4710388145,0.4321646341,0.75,0.4497354497,0.64,0.3333333333,1,0.4458333333,0.6874154263,0.7857142857,0.4458333333,0.2959183673,0,0.0222527054,0,0.141025641,0.1724137931,0.0369127517,0.1306191688,0.5915492958,0.1855955679,0.1497975709,0.28
20160419,C.J. Cron,1B,543068,chw,3,0.0909090909,1,0.1943179526,0.0688427808,0.1832460702,0.21875,0.46875,0.2645502646,0.25,0.8333333333,0,0.2333333333,0.2652232747,0.1666666667,0.2333333333,0.1428571429,0.4494683779,0.0030864198,0.4494680851,0.5,0,0.2248322148,0.3977947413,0.5598591549,0.108033241,0.0637651822,0
20160419,Chris Carter,1B,474892,min,9,0.2727272727,1,0.6544730092,0.2815141686,0.4720118466,0.4855182927,0.515625,0.4497354497,0.775,0.1666666667,0.2890625,0.3583333333,0.1718538566,0.2619047619,0.3583333333,0.1428571429,0.2659578373,0.085048011,0.2659574468,0.3846153846,0.3448275862,0.2248322148,0.219677693,0.2957746479,0.0304709141,0.0890688259,0.56
20160419,Chris Davis,1B,448801,tor,0,0,0,1,0.4942433072,0.664624072,1,0.875,0.5555555556,0.95,0.6666666667,0.2351190476,0.5333333333,0.350473613,0.2551020408,0.5333333333,0.2959183673,0.3510636431,0.232586496,0.2659574468,0.5,0.4827586207,0.8804148871,1,0.9295774648,0.3601108033,0.2510121457,0.4
20160419,Eric Hosmer,1B,543333,det,9,0.2727272727,0,0.5283814163,0.1237503675,0.2767490873,0.5833333333,0.75,0.3015873016,0.58,0.6666666667,0.3463541667,0.5,0.2652232747,0.2510822511,0.5,0.2857142857,0.5691491653,0,0.5691489362,0.5769230769,0.5172413793,0.3090044743,0.3977947413,0.4542253521,0.6809367917,0.4509109312,0.48
